179,11,34,40,167,23.0, 16.4, -17.6,0.0, 326.8, 0.0,58.3, 52.7, 94.1
180,11,34,40,674,23.0, 16.4, -17.6,0.0, 326.5, 0.0,58.3, 52.4, 94.1
181,11,34,41,181,23.0, 16.4, -17.6,0.0, 326.5, 0.0,58.3, 52.4, 94.1
182,11,34,41,688,23.0, 16.4, -17.6,0.0, 326.5, 0.0,58.3, 52.4, 94.1
183,11,34,42,195,23.0, 16.4, -17.6,0.0, 326.5, 0.0,58.3, 52.4, 94.1
184,11,34,42,702,23.0, 16.4, -17.6,0.0, 326.5, 0.0,58.3, 52.4, 94.1
185,11,34,43,208,23.0, 16.4, -17.6,0.0, 326.5, 0.0,58.3, 52.4, 94.1
186,11,34,43,712,23.0, 16.4, -17.6,0.0, 281.4, 0.0,58.1, 354.6, 83.2
187,11,34,44,221,23.0, 16.4, -17.6,0.0, 274.4, 0.0,58.1, 346.4, 82.3
188,11,34,44,729,23.0, 16.4, -17.6,0.0, 275.6, 0.0,57.8, 344.5, 79.6
189,11,34,45,236,23.0, 16.4, -17.6,0.0, 286.4, 0.0,57.7, 354.7, 79.1
190,11,34,45,743,23.0, 16.4, -17.6,0.0, 291.5, 0.0,57.7, 359.8, 79.1
191,11,34,46,248,23.0, 16.4, -17.6,0.0, 321.2, 0.0,58.2, 35.1, 83.9
192,11,34,46,758,23.0, 16.4, -17.6,0.0, 287.4, 0.0,58.2, 1.9, 84.4
193,11,34,47,262,23.0, 16.4, -17.6,0.0, 195.6, 0.0,58.4, 274.3, 87.9
194,11,34,47,769,23.0, 16.4, -17.6,0.0, 96.0, 0.0,57.3, 160.7, 76.1
195,11,34,48,276,23.0, 16.4, -17.6,0.0, 93.4, 0.0,57.5, 159.2, 77.0
196,11,34,48,783,25.3, 16.9, -17.5,0.0, 106.2, 0.0,57.9, 176.4, 80.7
197,11,34,49,288,27.5, 17.0, -16.4,0.0, 118.4, 0.0,58.3, 195.4, 86.5
198,11,34,49,795,29.6, 16.8, -16.5,0.0, 142.5, 0.0,58.1, 215.1, 82.8
199,11,34,50,302,29.6, 16.8, -16.5,0.0, 142.5, 0.0,58.1, 215.1, 82.8
200,11,34,50,809,31.8, 16.4, -16.3,0.0, 165.5, 0.0,58.4, 247.0, 90.3
201,11,34,51,316,32.9, 16.3, -16.8,0.0, 165.9, 0.0,58.4, 248.2, 91.0
202,11,34,51,823,30.7, 16.6, -16.3,0.0, 211.3, 0.0,55.6, 298.2, 93.1
203,11,34,52,325,28.8, 16.9, -16.7,0.0, 225.4, 0.0,53.8, 312.0, 91.6
204,11,34,52,835,28.8, 16.9, -16.7,0.0, 226.5, 0.0,53.6, 313.8, 92.1
205,11,34,53,341,28.8, 16.9, -16.7,0.0, 226.9, 0.0,53.6, 313.9, 91.8
206,11,34,53,848,28.8, 16.9, -16.7,0.0, 226.9, 0.0,53.6, 313.9, 91.8
207,11,34,54,356,28.8, 16.9, -16.7,0.0, 226.9, 0.0,53.6, 313.9, 91.8
208,11,34,54,862,28.8, 16.9, -16.7,0.0, 226.9, 0.0,53.6, 313.9, 91.8
209,11,34,55,369,28.8, 16.9, -16.7,0.0, 226.9, 0.0,53.6, 313.9, 91.8
210,11,34,55,876,28.8, 16.9, -16.7,0.0, 226.9, 0.0,53.6, 313.9, 91.8
211,11,34,56,382,28.8, 16.9, -16.7,0.0, 163.2, 0.0,53.3, 238.1, 82.1
212,11,34,56,889,28.8, 16.9, -16.7,0.0, 163.2, 0.0,53.2, 237.7, 81.8
213,11,34,57,396,28.8, 16.9, -16.7,0.0, 163.2, 0.0,53.2, 237.7, 81.8
214,11,34,57,907,28.8, 16.9, -16.7,0.0, 214.3, 0.0,52.9, 302.3, 92.0
215,11,34,58,408,28.8, 16.9, -16.7,0.0, 214.3, 0.0,52.9, 302.3, 92.0
216,11,34,58,916,28.8, 16.9, -16.7,0.0, 214.3, 0.0,52.9, 302.3, 92.0
217,11,34,59,422,28.8, 16.9, -16.7,0.0, 214.3, 0.0,52.9, 302.3, 92.0
218,11,34,59,929,28.8, 16.9, -16.7,0.0, 214.3, 0.0,52.9, 302.3, 92.0
219,11,35,00,436,28.8, 16.9, -16.7,0.0, 214.3, 0.0,52.9, 302.3, 92.0
220,11,35,00,938,28.8, 16.9, -16.7,0.0, 274.9, 0.0,49.8, 4.3, 90.6
221,11,35,01,445,26.4, 17.0, -17.0,0.0, 297.4, 0.0,45.7, 29.4, 88.0
222,11,35,01,953,23.9, 16.6, -17.0,0.0, 318.5, 0.0,44.2, 49.3, 85.4
223,11,35,02,461,22.2, 16.4, -15.2,0.0, 322.3, 0.0,44.2, 55.4, 86.9
224,11,35,02,967,20.6, 16.3, -13.4,0.0, 339.9, 0.0,42.7, 74.2, 85.6
225,11,35,03,475,19.7, 16.4, -11.0,0.0, 339.5, 0.0,42.6, 73.8, 85.5
226,11,35,03,982,22.0, 16.2, -10.1,0.0, 330.0, 0.0,42.4, 63.8, 85.0
227,11,35,04,488,20.5, 16.3, -9.3,0.0, 329.7, 0.0,42.4, 63.3, 84.8
228,11,35,04,995,20.5, 16.3, -9.3,0.0, 329.7, 0.0,42.4, 63.3, 84.8
229,11,35,05,501,20.5, 16.3, -9.3,0.0, 290.3, 0.0,41.8, 17.0, 80.3
230,11,35,06,9,20.5, 16.3, -9.3,0.0, 301.9, 0.0,42.1, 31.2, 82.0
231,11,35,06,528,20.5, 16.3, -9.3,0.0, 317.0, 0.0,42.4, 50.2, 84.6
232,11,35,07,36,20.5, 16.3, -9.3,0.0, 317.0, 0.0,42.4, 50.2, 84.6
233,11,35,07,542,20.5, 16.3, -9.3,0.0, 317.2, 0.0,42.4, 49.9, 84.3
234,11,35,08,49,20.5, 16.3, -9.3,0.0, 317.2, 0.0,42.3, 49.5, 84.0
235,11,35,08,555,20.5, 16.3, -9.3,0.0, 103.8, 0.0,38.9, 202.1, 81.6
236,11,35,09,63,20.5, 16.3, -9.3,0.0, 31.5, 0.0,38.5, 128.4, 80.4
237,11,35,09,567,20.5, 16.3, -9.3,0.0, 343.0, 0.0,38.3, 78.1, 79.3
238,11,35,10,75,20.5, 16.3, -9.3,0.0, 341.9, 0.0,38.3, 77.4, 79.6
239,11,35,10,582,20.5, 16.3, -9.3,0.0, 342.6, 0.0,38.4, 78.6, 79.9
240,11,35,11,89,20.5, 16.3, -9.3,0.0, 344.6, 0.0,38.2, 79.5, 79.2
241,11,35,11,596,20.5, 16.3, -9.3,0.0, 343.6, 0.0,38.4, 79.4, 79.7
242,11,35,12,101,20.2, 16.6, -8.2,0.0, 343.6, 0.0,38.4, 79.4, 79.7
243,11,35,12,608,20.0, 17.1, -5.9,0.0, 348.9, 0.0,37.6, 89.0, 79.9
244,11,35,13,115,20.4, 17.6, -3.5,0.0, 348.5, 0.0,37.4, 89.0, 79.5
245,11,35,13,623,19.9, 18.1, -1.1,0.0, 348.5, 0.0,37.4, 89.0, 79.5
246,11,35,14,130,19.7, 18.6, 1.3,0.0, 352.0, 0.0,36.6, 93.9, 78.1
247,11,35,14,637,19.5, 18.7, 3.9,0.0, 352.0, 0.0,36.6, 93.9, 78.1
248,11,35,15,143,19.9, 18.7, 6.3,0.0, 345.4, 0.0,36.5, 86.6, 77.7
249,11,35,15,650,19.6, 18.7, 8.7,0.0, 345.7, 0.0,36.5, 87.1, 77.8
250,11,35,16,157,20.6, 18.7, 11.1,0.0, 340.3, 0.0,36.1, 81.1, 76.9
251,11,35,16,663,20.1, 18.7, 13.5,0.0, 339.0, 0.0,36.4, 81.0, 77.6
252,11,35,17,169,19.7, 18.7, 15.9,0.0, 337.6, 0.0,36.4, 79.9, 77.7
253,11,35,17,676,19.7, 18.7, 18.4,0.0, 333.5, 0.0,36.4, 75.9, 77.6
254,11,35,18,183,20.3, 18.7, 20.9,0.0, 332.3, 0.0,36.1, 75.3, 77.0
255,11,35,18,689,20.2, 18.7, 23.3,0.0, 338.7, 0.0,35.8, 82.2, 76.5
256,11,35,19,196,20.7, 18.7, 25.8,0.0, 339.0, 0.0,35.8, 82.6, 76.4
257,11,35,19,706,19.9, 18.7, 28.2,0.0, 345.9, 0.0,35.4, 90.6, 75.3
258,11,35,20,209,19.3, 18.7, 30.6,0.0, 351.2, 0.0,35.2, 96.3, 74.8
259,11,35,20,717,19.0, 18.7, 33.2,0.0, 354.9, 0.0,34.8, 101.5, 73.3
260,11,35,21,224,18.9, 18.7, 35.7,0.0, 357.3, 0.0,34.7, 104.4, 72.9
261,11,35,21,730,18.7, 18.7, 38.2,0.0, 357.1, 0.0,34.7, 104.2, 72.9
262,11,35,22,238,18.6, 18.7, 40.8,0.0, 357.1, 0.0,34.7, 104.2, 72.9
263,11,35,22,744,18.1, 18.7, 43.2,0.0, 356.8, 0.0,34.7, 103.9, 72.9
264,11,35,23,251,18.1, 18.7, 45.7,0.0, 356.8, 0.0,34.7, 103.9, 72.9
265,11,35,23,758,18.2, 18.7, 48.3,0.0, 356.8, 0.0,34.7, 103.9, 72.9
266,11,35,24,264,18.1, 18.7, 50.7,0.0, 356.8, 0.0,34.7, 103.9, 72.9
267,11,35,24,771,17.9, 18.7, 53.2,0.0, 356.8, 0.0,34.7, 103.9, 72.9
268,11,35,25,278,17.8, 18.7, 55.8,0.0, 356.8, 0.0,34.7, 103.9, 72.9
269,11,35,25,785,17.6, 18.7, 58.3,0.0, 356.8, 0.0,34.7, 103.9, 72.9
270,11,35,26,291,17.6, 18.7, 60.8,0.0, 2.5, 0.0,34.5, 111.1, 71.4
271,11,35,26,798,17.7, 18.7, 63.4,0.0, 4.6, 0.0,34.4, 114.4, 70.2
272,11,35,27,304,18.0, 18.7, 65.9,0.0, 6.0, 0.0,34.2, 117.2, 68.1
273,11,35,27,811,18.2, 18.8, 68.4,0.0, 6.4, 0.0,34.4, 118.8, 67.5
274,11,35,28,318,18.6, 18.3, 70.9,0.0, 6.3, 0.0,34.4, 118.8, 67.5
275,11,35,28,824,18.9, 18.0, 73.3,0.0, 6.9, 0.0,34.3, 119.3, 67.4
276,11,35,29,331,19.3, 17.7, 75.8,0.0, 12.0, 0.0,34.5, 125.5, 66.4
277,11,35,29,838,19.8, 17.5, 78.3,0.0, 12.0, 0.0,34.5, 125.5, 66.4
278,11,35,30,344,20.4, 17.4, 80.8,0.0, 18.2, 0.0,34.8, 133.6, 64.6
279,11,35,30,851,21.2, 17.4, 83.1,0.0, 19.2, 0.0,34.8, 134.9, 64.3
280,11,35,31,358,22.1, 17.4, 85.6,0.0, 19.2, 0.0,34.8, 134.9, 64.3
281,11,35,31,865,22.9, 17.4, 87.9,0.0, 19.2, 0.0,34.8, 134.9, 64.3
282,11,35,32,371,23.0, 17.3, 90.4,0.0, 19.2, 0.0,34.8, 134.9, 64.3
283,11,35,32,876,23.6, 17.1, 92.8,0.0, 21.0, 0.0,34.9, 136.9, 64.0
284,11,35,33,382,24.8, 17.0, 95.0,0.0, 31.7, 0.0,35.3, 148.9, 62.8
285,11,35,33,889,26.2, 16.8, 97.1,0.0, 37.2, 0.0,35.8, 155.9, 61.3
286,11,35,34,396,27.8, 16.8, 99.2,0.0, 37.2, 0.0,35.8, 155.9, 61.3
287,11,35,34,903,29.3, 17.0, 101.1,0.0, 44.4, 0.0,36.7, 165.3, 59.1
288,11,35,35,410,31.2, 17.3, 102.8,0.0, 51.6, 0.0,38.9, 176.1, 55.5
289,11,35,35,917,33.3, 17.5, 104.3,0.0, 53.7, 0.0,40.6, 180.4, 53.3
290,11,35,36,424,35.7, 17.6, 104.5,0.0, 53.9, 0.0,40.7, 180.7, 53.1
291,11,35,36,930,37.8, 17.6, 105.9,0.0, 53.9, 0.0,40.7, 180.7, 53.1
292,11,35,37,438,40.0, 17.5, 107.1,0.0, 53.9, 0.0,40.7, 180.7, 53.1
293,11,35,37,945,42.5, 17.6, 107.1,0.0, 53.9, 0.0,40.7, 180.7, 53.1
294,11,35,38,451,44.5, 17.5, 108.5,0.0, 53.9, 0.0,40.7, 180.7, 53.1
295,11,35,38,958,46.7, 17.3, 110.0,0.0, 53.9, 0.0,40.7, 180.7, 53.1
296,11,35,39,465,48.7, 17.2, 111.5,0.0, 55.1, 0.0,40.8, 182.1, 53.0
297,11,35,39,971,50.8, 17.0, 112.9,0.0, 55.5, 0.0,40.8, 182.5, 53.0
298,11,35,40,478,52.9, 16.9, 114.3,0.0, 55.4, 0.0,41.2, 182.8, 52.6
299,11,35,40,984,55.2, 16.9, 115.2,0.0, 55.4, 0.0,41.2, 182.8, 52.6
300,11,35,41,492,57.3, 16.8, 116.6,0.0, 55.1, 0.0,41.3, 182.7, 52.4
301,11,35,41,998,59.4, 16.8, 118.0,0.0, 55.7, 0.0,44.8, 186.7, 49.0
302,11,35,42,505,61.5, 17.0, 119.5,0.0, 57.9, 0.0,50.7, 193.1, 43.6
303,11,35,43,12,63.6, 17.5, 120.6,0.0, 58.2, 0.0,53.7, 195.7, 42.5
304,11,35,43,518,65.9, 18.0, 121.6,0.0, 58.3, 0.0,54.6, 196.3, 41.9
305,11,35,44,25,68.2, 18.3, 122.3,0.0, 58.5, 0.0,55.4, 197.0, 41.5
306,11,35,44,531,70.3, 18.1, 123.6,0.0, 57.8, 0.0,55.9, 196.6, 41.2
307,11,35,45,38,72.4, 17.6, 124.9,0.0, 58.6, 0.0,57.1, 198.0, 40.6
308,11,35,45,545,74.5, 17.4, 126.2,0.0, 58.6, 0.0,57.1, 198.0, 40.6
309,11,35,46,51,76.6, 17.4, 127.4,0.0, 58.7, 0.0,61.6, 200.3, 38.4
310,11,35,46,555,78.8, 17.7, 128.8,0.0, 57.0, 0.0,64.9, 199.8, 36.4
311,11,35,47,62,80.9, 17.6, 130.2,0.0, 57.1, 0.0,64.6, 199.4, 35.9
312,11,35,47,569,82.9, 17.3, 131.6,0.0, 57.3, 0.0,64.6, 199.6, 35.9
313,11,35,48,76,84.2, 17.1, 132.4,0.0, 57.3, 0.0,64.6, 199.6, 35.9
314,11,35,48,583,84.2, 17.1, 132.4,0.0, 57.3, 0.0,64.6, 199.6, 35.9
315,11,35,49,89,84.2, 17.1, 132.4,0.0, 57.3, 0.0,64.6, 199.6, 35.9
316,11,35,49,595,84.2, 17.1, 132.4,0.0, 57.4, 0.0,64.1, 198.9, 35.1
