id,hour,min,sec,ms,xpos,ypos,zpos,junk,junk,junk,junk,junk,junk,keyPressed,isDown,keyDirection
398,17,21,05,503,26.3, 17.0, -17.4,0.0, 109.4, 0.0,317.4, 271.0, 18.4,left,False,up-left
399,17,21,05,770,27.6, 17.0, -17.3,0.0, 108.0, 0.0,320.9, 271.4, 16.6,left,True,up
400,17,21,05,982,28.5, 16.9, -16.8,0.0, 74.2, 0.0,326.7, 240.0, 14.1,left,False,up-left
401,17,21,06,436,30.4, 16.6, -15.8,0.0, 70.8, 0.0,330.4, 237.9, 12.9,up,False,left
402,17,21,06,463,30.6, 16.6, -15.7,0.0, 70.8, 0.0,330.4, 237.9, 12.9,left,True,still
403,17,21,07,682,27.9, 16.1, -11.1,0.0, 32.8, 0.0,340.5, 202.6, 10.2,up,True,up
404,17,21,07,762,27.7, 16.1, -10.8,0.0, 32.8, 0.0,340.5, 202.6, 10.2,left,False,up-left
405,17,21,08,547,29.6, 14.7, -8.2,0.0, 60.1, 0.0,336.8, 229.2, 10.5,right,True,up-left
406,17,21,08,638,30.0, 14.6, -8.2,0.0, 60.2, 0.0,336.8, 229.3, 10.5,right,False,up-left
407,17,21,09,168,32.3, 13.5, -7.4,0.0, 85.7, 0.0,329.3, 253.1, 11.2,left,True,up
408,17,21,09,528,33.6, 12.6, -6.6,0.0, 86.3, 0.0,328.9, 253.6, 11.3,up,False,still
409,17,21,09,656,33.8, 12.3, -6.1,0.0, 86.3, 0.0,328.9, 253.6, 11.3,left,False,left
410,17,21,09,822,34.1, 12.3, -5.3,0.0, 86.0, 0.0,328.8, 253.3, 11.3,up,True,up-left
411,17,21,10,288,35.4, 11.0, -4.0,0.0, 69.2, 0.0,331.7, 237.2, 10.9,up,False,left
412,17,21,10,351,35.6, 10.6, -3.8,0.0, 71.8, 0.0,331.2, 239.7, 11.0,right,True,left
413,17,21,10,791,36.5, 10.9, -5.5,0.0, 90.4, 0.0,327.7, 257.5, 11.4,up,True,up-left
414,17,21,10,996,36.9, 11.2, -6.3,0.0, 100.2, 0.0,325.9, 266.8, 11.6,right,False,up-left
415,17,21,11,116,37.2, 11.4, -6.6,0.0, 140.0, 0.0,320.3, 305.1, 12.6,right,True,up-left
416,17,21,11,268,37.0, 11.9, -7.3,0.0, 162.1, 0.0,317.4, 326.4, 13.1,up,False,left
417,17,21,11,473,36.2, 12.2, -7.6,0.0, 177.9, 0.0,314.3, 341.1, 13.8,up,True,up-left
418,17,21,12,651,32.9, 13.7, -8.6,0.0, 165.3, 0.0,313.7, 328.3, 14.0,up,False,left
419,17,21,13,48,32.4, 14.6, -10.4,0.0, 106.7, 0.0,328.5, 273.9, 11.3,down,True,down-left
420,17,21,13,340,31.7, 15.0, -10.8,0.0, 101.8, 0.0,330.4, 269.5, 11.1,down,False,left
421,17,21,13,824,31.2, 15.8, -12.9,0.0, 92.9, 0.0,336.7, 261.9, 10.5,up,True,up-left
422,17,21,14,169,31.8, 16.0, -14.4,0.0, 103.7, 0.0,333.9, 272.1, 10.7,right,False,up-left
423,17,21,14,410,32.8, 16.0, -15.2,0.0, 103.1, 0.0,334.3, 271.6, 10.7,right,True,up-left
424,17,21,14,597,33.3, 16.1, -15.8,0.0, 108.2, 0.0,334.7, 276.8, 10.7,up,False,left
425,17,21,14,998,32.6, 16.5, -17.2,0.0, 113.6, 0.0,338.8, 283.0, 10.3,up,True,up-left
426,17,21,15,51,32.6, 16.5, -17.5,0.0, 104.1, 0.0,341.7, 274.1, 9.9,right,False,up-left
427,17,21,15,294,33.5, 16.5, -18.0,0.0, 66.9, 0.0,350.8, 238.6, 8.3,left,True,up
428,17,21,15,295,33.5, 16.5, -18.0,0.0, 66.9, 0.0,350.8, 238.6, 8.3,up,False,still
429,17,21,15,763,32.5, 16.3, -16.5,0.0, 0.8, 0.0,357.5, 173.5, 7.3,up,True,up
430,17,21,16,365,29.7, 16.7, -15.4,0.0, 341.5, 0.0,1.2, 154.7, 6.8,up,False,still
431,17,21,16,717,28.1, 16.8, -15.1,0.0, 359.5, 0.0,358.3, 172.3, 6.8,down,True,down
432,17,21,16,987,26.8, 17.0, -15.7,0.0, 8.3, 0.0,358.3, 181.1, 6.8,down,False,still
433,17,21,17,662,23.6, 16.5, -15.6,0.0, 338.0, 0.0,359.6, 151.0, 6.8,up,True,up
434,17,21,18,64,21.7, 16.3, -16.0,0.0, 290.3, 0.0,1.3, 103.5, 6.8,left,False,up-left
435,17,21,19,54,16.9, 17.0, -15.9,0.0, 265.7, 0.0,0.5, 78.8, 6.8,left,True,up
436,17,21,19,556,16.1, 17.4, -18.1,0.0, 233.9, 0.0,2.1, 47.2, 6.7,left,False,up-left
437,17,21,20,88,14.5, 17.4, -20.2,0.0, 235.0, 0.0,351.9, 47.1, 6.8,left,True,up
438,17,21,20,188,14.1, 17.4, -20.5,0.0, 240.7, 0.0,353.9, 53.0, 6.7,left,False,up-left
439,17,21,22,465,4.1, 16.4, -25.1,0.0, 273.8, 0.0,352.4, 85.9, 6.8,left,True,up
440,17,21,22,642,3.3, 16.3, -25.4,0.0, 280.4, 0.0,352.4, 92.5, 6.8,left,False,up-left
441,17,21,22,778,2.7, 16.3, -25.4,0.0, 291.8, 0.0,352.5, 103.9, 6.8,left,True,up
442,17,21,23,478,-0.6, 16.4, -26.5,0.0, 280.2, 0.0,357.1, 92.9, 6.7,left,False,up-left
443,17,21,24,138,-3.7, 16.7, -27.1,0.0, 251.9, 0.0,359.3, 64.8, 6.7,right,True,up-left
444,17,21,24,783,-6.8, 17.4, -26.3,0.0, 245.4, 0.0,358.9, 58.3, 6.7,right,False,up-left
445,17,21,25,412,-9.7, 17.7, -27.1,0.0, 245.3, 0.0,358.8, 58.2, 6.7,right,True,up-left
446,17,21,25,790,-11.0, 17.8, -26.4,0.0, 232.1, 0.0,359.5, 45.1, 6.7,right,False,up-left
447,17,21,25,844,-11.2, 18.0, -26.2,0.0, 231.8, 0.0,359.4, 44.7, 6.7,right,True,up-left
448,17,21,26,30,-12.1, 18.0, -26.1,0.0, 231.8, 0.0,359.4, 44.7, 6.7,up,False,left
449,17,21,26,110,-12.5, 18.0, -26.0,0.0, 234.5, 0.0,358.5, 47.3, 6.7,right,False,left
450,17,21,26,401,-13.7, 17.8, -25.3,0.0, 242.6, 0.0,359.7, 55.6, 6.7,up,True,up-left
451,17,21,26,565,-14.5, 17.9, -25.7,0.0, 241.9, 0.0,2.1, 55.2, 6.7,left,True,up
452,17,21,26,627,-14.7, 17.7, -25.8,0.0, 239.4, 0.0,3.4, 52.8, 6.6,left,False,up-left
453,17,21,27,606,-18.6, 16.6, -27.3,0.0, 261.7, 0.0,37.3, 77.6, 3.5,up,False,left
454,17,21,27,798,-19.0, 16.1, -27.3,0.0, 282.3, 0.0,39.4, 98.4, 3.6,left,True,still
455,17,21,28,747,-20.3, 16.8, -29.0,0.0, 285.6, 0.0,46.0, 102.1, 3.5,up,True,up
456,17,21,28,861,-20.3, 16.8, -29.0,0.0, 252.7, 0.0,43.2, 68.9, 3.3,up,False,still
457,17,21,29,496,-18.6, 17.9, -29.7,0.0, 208.7, 0.0,26.7, 23.9, 2.7,up,True,up
458,17,21,29,683,-18.2, 18.0, -29.6,0.0, 208.6, 0.0,26.6, 23.8, 2.7,left,False,up-left
459,17,21,30,154,-19.5, 17.7, -29.9,0.0, 221.8, 0.0,26.0, 36.9, 2.7,right,True,up-left
460,17,21,30,532,-20.7, 17.8, -29.2,0.0, 270.6, 0.0,48.0, 87.2, 3.4,right,False,up-left
461,17,21,30,720,-21.6, 17.9, -28.8,0.0, 268.9, 0.0,57.0, 85.8, 3.1,left,True,up
462,17,21,30,902,-22.4, 17.7, -29.2,0.0, 271.9, 0.0,67.6, 89.2, 2.7,up,False,still
463,17,21,30,978,-22.6, 17.6, -29.4,0.0, 273.7, 0.0,69.0, 91.0, 2.7,left,False,left
464,17,21,31,242,-23.5, 17.3, -29.8,0.0, 287.0, 0.0,72.0, 104.4, 2.6,down,True,down-left
465,17,21,31,294,-23.5, 17.4, -29.9,0.0, 289.9, 0.0,72.0, 107.3, 2.6,left,True,down
466,17,21,31,369,-23.4, 17.5, -30.3,0.0, 295.1, 0.0,72.0, 112.5, 2.6,down,False,still
467,17,21,31,592,-24.0, 17.5, -31.0,0.0, 311.6, 0.0,72.4, 129.0, 2.6,down,True,down
468,17,21,31,593,-24.0, 17.5, -31.0,0.0, 311.6, 0.0,72.4, 129.0, 2.6,left,False,down-left
469,17,21,31,875,-23.7, 17.5, -30.9,0.0, 325.5, 0.0,66.5, 142.2, 1.9,left,True,down
470,17,21,32,7,-23.8, 17.5, -31.0,0.0, 335.6, 0.0,63.5, 152.1, 1.7,left,False,down-left
471,17,21,32,211,-23.8, 17.5, -31.0,0.0, 336.3, 0.0,62.9, 152.7, 1.7,left,True,down
472,17,21,32,315,-23.9, 17.5, -31.0,0.0, 301.6, 0.0,68.1, 118.4, 2.1,down,False,still
473,17,21,33,147,-24.2, 17.4, -31.1,0.0, 238.2, 0.0,55.7, 54.3, 1.4,up,True,up
474,17,21,33,197,-24.2, 17.4, -31.1,0.0, 237.8, 0.0,55.2, 53.8, 1.4,left,False,up-left
475,17,21,33,666,-25.7, 16.7, -31.5,0.0, 231.4, 0.0,43.2, 47.0, 1.1,left,True,up
476,17,21,33,918,-26.7, 16.2, -31.7,0.0, 267.9, 0.0,54.2, 83.9, 1.3,up,False,still
477,17,21,35,8,-28.1, 15.0, -32.1,0.0, 237.7, 0.0,40.2, 53.3, 1.0,up,True,up
478,17,21,35,8,-28.1, 15.0, -32.1,0.0, 237.7, 0.0,40.2, 53.3, 1.0,left,False,up-left
479,17,21,35,404,-28.9, 15.2, -32.1,0.0, 230.6, 0.0,32.5, 46.0, 0.9,left,True,up
480,17,21,35,753,-29.7, 15.3, -32.5,0.0, 220.4, 0.0,23.5, 35.7, 0.8,left,False,up-left
481,17,21,36,208,-31.3, 15.4, -32.9,0.0, 238.7, 0.0,28.0, 54.0, 0.9,left,True,up
482,17,21,36,589,-32.9, 15.7, -33.3,0.0, 285.8, 0.0,56.2, 101.9, 1.4,up,False,still
483,17,21,37,739,-36.7, 15.3, -34.3,0.0, 250.2, 0.0,46.1, 65.9, 1.1,up,True,up
484,17,21,37,897,-36.7, 15.2, -34.3,0.0, 237.8, 0.0,33.2, 53.2, 0.9,left,False,up-left
485,17,21,38,249,-36.7, 15.1, -34.3,0.0, 225.8, 0.0,14.0, 40.9, 0.8,right,True,up-left
486,17,21,38,647,-37.2, 14.2, -34.2,0.0, 212.3, 0.0,7.8, 27.3, 0.8,up,False,left
487,17,21,39,22,-38.6, 12.5, -33.4,0.0, 274.4, 0.0,36.3, 89.9, 1.0,right,False,left
488,17,21,39,364,-38.4, 12.0, -32.1,0.0, 305.4, 0.0,49.9, 121.2, 1.2,up,True,up-left
489,17,21,39,657,-39.5, 11.8, -31.3,0.0, 317.9, 0.0,53.5, 133.9, 1.3,left,True,up
490,17,21,39,749,-40.0, 11.6, -31.1,0.0, 320.0, 0.0,53.7, 136.0, 1.3,left,False,up-left
491,17,21,41,798,-44.0, 7.9, -24.0,0.0, 351.0, 0.0,31.8, 166.4, 0.9,right,True,up-left
492,17,21,42,108,-44.5, 7.4, -22.7,0.0, 314.9, 0.0,25.5, 130.2, 0.9,right,False,up-left
493,17,21,42,231,-44.7, 7.3, -22.1,0.0, 312.9, 0.0,25.2, 128.2, 0.9,right,True,up-left
494,17,21,43,157,-45.1, 6.2, -17.8,0.0, 346.1, 0.0,18.0, 161.3, 0.8,right,False,up-left
495,17,21,43,555,-45.0, 5.9, -15.8,0.0, 350.6, 0.0,18.3, 165.8, 0.8,right,True,up-left
496,17,21,43,714,-44.8, 5.8, -15.1,0.0, 3.3, 0.0,19.3, 178.5, 0.8,right,False,up-left
497,17,21,44,16,-44.4, 5.5, -13.7,0.0, 35.6, 0.0,24.1, 210.9, 0.8,left,True,up
498,17,21,44,209,-44.3, 5.5, -12.7,0.0, 37.0, 0.0,24.6, 212.3, 0.9,up,False,still
499,17,21,44,466,-44.8, 5.6, -11.6,0.0, 38.5, 0.0,24.9, 213.8, 0.9,up,True,up
500,17,21,44,742,-45.1, 5.7, -10.2,0.0, 38.5, 0.0,24.9, 213.8, 0.9,left,False,up-left
501,17,21,46,315,-39.7, 5.5, -5.0,0.0, 52.6, 0.0,25.0, 227.9, 0.9,right,True,up-left
502,17,21,47,48,-36.1, 6.1, -4.4,0.0, 39.1, 0.0,23.0, 214.3, 0.8,right,False,up-left
503,17,21,47,313,-35.0, 6.4, -3.8,0.0, 39.2, 0.0,22.6, 214.4, 0.8,right,True,up-left
504,17,21,48,835,-27.8, 8.0, -2.3,0.0, 27.6, 0.0,22.4, 202.8, 0.8,up,False,left
505,17,21,48,911,-27.4, 8.1, -2.3,0.0, 27.6, 0.0,22.4, 202.8, 0.8,up,True,up-left
506,17,21,52,37,-12.4, 11.2, 0.0,0.0, 31.1, 0.0,24.6, 206.4, 0.9,up,False,left
507,17,21,52,868,-8.7, 11.8, -1.6,0.0, 41.2, 0.0,24.7, 216.5, 0.9,up,True,up-left
508,17,21,53,564,-5.8, 12.4, -3.3,0.0, 88.4, 0.0,29.1, 263.7, 0.9,right,False,up-left
509,17,21,54,113,-3.3, 12.8, -4.3,0.0, 106.2, 0.0,25.4, 281.5, 0.9,right,True,up-left
510,17,21,54,702,-2.0, 13.2, -6.7,0.0, 129.0, 0.0,25.7, 304.3, 0.9,right,False,up-left
511,17,21,55,637,1.2, 14.2, -9.7,0.0, 104.3, 0.0,27.7, 279.6, 0.9,right,True,up-left
512,17,21,55,929,2.3, 14.5, -10.6,0.0, 101.3, 0.0,28.0, 276.6, 0.9,right,False,up-left
513,17,21,56,226,3.5, 14.9, -11.3,0.0, 100.0, 0.0,28.9, 275.3, 0.9,right,True,up-left
514,17,21,57,578,8.5, 17.2, -14.9,0.0, 74.0, 0.0,35.6, 249.5, 1.0,right,False,up-left
515,17,21,57,868,10.0, 17.1, -15.1,0.0, 70.1, 0.0,36.3, 245.6, 1.0,right,True,up-left
516,17,21,58,80,11.0, 17.1, -15.0,0.0, 36.8, 0.0,37.5, 212.3, 1.0,up,False,left
517,17,21,58,906,15.1, 17.4, -15.4,0.0, 0.2, 0.0,37.1, 175.7, 1.0,up,True,up-left
518,17,21,59,508,17.4, 17.0, -13.6,0.0, 35.6, 0.0,38.0, 211.1, 1.0,right,False,up-left
519,17,21,59,975,18.9, 16.6, -12.1,0.0, 36.8, 0.0,39.2, 212.3, 1.0,left,True,up
520,17,22,00,239,19.2, 16.5, -10.8,0.0, 39.1, 0.0,41.3, 214.7, 1.0,left,False,up-left
521,17,22,00,518,19.9, 16.2, -9.7,0.0, 58.5, 0.0,42.2, 234.1, 1.0,left,True,up
522,17,22,00,882,20.7, 16.6, -8.1,0.0, 59.0, 0.0,43.5, 234.7, 1.1,up,False,still
523,17,22,01,207,20.4, 16.9, -6.6,0.0, 58.7, 0.0,44.5, 234.4, 1.1,up,True,up
524,17,22,01,425,20.1, 17.1, -5.5,0.0, 21.3, 0.0,50.0, 197.1, 1.2,left,False,up-left
525,17,22,01,708,20.0, 17.4, -4.2,0.0, 6.9, 0.0,50.3, 182.8, 1.2,right,True,up-left
526,17,22,01,982,20.5, 17.7, -2.9,0.0, 350.6, 0.0,50.3, 166.5, 1.2,right,False,up-left
527,17,22,02,192,20.4, 17.9, -2.0,0.0, 332.6, 0.0,49.9, 148.4, 1.2,right,True,up-left
528,17,22,02,706,20.4, 18.5, 0.6,0.0, 309.6, 0.0,50.1, 125.4, 1.2,up,False,left
529,17,22,03,29,21.0, 18.7, 2.0,0.0, 302.1, 0.0,50.3, 118.0, 1.2,up,True,up-left
530,17,22,03,871,20.2, 18.7, 6.1,0.0, 300.2, 0.0,50.3, 116.1, 1.2,up,False,left
531,17,22,04,347,20.9, 18.7, 8.3,0.0, 302.6, 0.0,53.3, 118.6, 1.3,up,True,up-left
532,17,22,04,486,21.1, 18.7, 9.0,0.0, 335.7, 0.0,54.2, 151.7, 1.3,right,False,up-left
533,17,22,04,529,21.0, 18.7, 9.2,0.0, 351.9, 0.0,56.6, 168.0, 1.4,left,True,up
534,17,22,04,827,20.5, 18.7, 10.6,0.0, 20.9, 0.0,60.6, 197.2, 1.6,up,False,still
535,17,22,05,166,19.5, 18.7, 11.9,0.0, 45.5, 0.0,64.2, 222.0, 1.8,up,True,up
536,17,22,05,745,19.8, 18.7, 14.7,0.0, 69.2, 0.0,65.6, 245.8, 1.9,up,False,still
537,17,22,06,87,19.9, 18.7, 16.4,0.0, 88.6, 0.0,63.8, 265.1, 1.8,down,True,down
538,17,22,07,62,18.8, 18.7, 21.1,0.0, 130.1, 0.0,56.0, 306.2, 1.4,down,False,still
539,17,22,07,241,19.0, 18.7, 22.0,0.0, 133.6, 0.0,55.7, 309.7, 1.4,down,True,down
540,17,22,07,750,19.5, 18.7, 24.4,0.0, 158.2, 0.0,51.7, 334.1, 1.3,left,False,down-left
541,17,22,08,511,19.3, 18.7, 28.1,0.0, 176.5, 0.0,53.4, 352.5, 1.3,right,True,down-left
542,17,22,08,779,18.7, 18.7, 29.3,0.0, 189.3, 0.0,58.4, 5.5, 1.5,right,False,down-left
543,17,22,09,190,19.4, 18.7, 31.2,0.0, 229.0, 0.0,71.6, 46.2, 2.5,right,True,down-left
544,17,22,09,408,19.9, 18.7, 32.2,0.0, 245.3, 0.0,73.8, 62.7, 2.6,down,False,left
545,17,22,09,523,19.9, 18.7, 32.7,0.0, 252.5, 0.0,73.8, 69.9, 2.6,up,True,up-left
546,17,22,10,680,17.9, 18.8, 37.9,0.0, 314.2, 0.0,81.4, 131.8, 2.3,right,False,up-left
547,17,22,10,924,17.7, 18.8, 39.1,0.0, 312.1, 0.0,81.4, 129.7, 2.3,right,True,up-left
548,17,22,11,218,17.7, 18.8, 40.4,0.0, 290.6, 0.0,86.7, 288.4, 182.1,up,False,left
549,17,22,12,44,18.4, 18.7, 44.5,0.0, 271.2, 0.0,68.1, 269.3, 181.8,up,True,up-left
550,17,22,12,291,17.6, 18.8, 45.4,0.0, 246.3, 0.0,70.7, 244.7, 182.1,up,False,left
551,17,22,12,414,17.6, 18.8, 45.9,0.0, 244.8, 0.0,72.5, 243.4, 182.3,down,True,down-left
552,17,22,12,513,17.5, 18.8, 46.4,0.0, 243.2, 0.0,73.4, 242.0, 182.4,right,False,down-left
553,17,22,12,858,18.6, 18.7, 47.5,0.0, 249.5, 0.0,77.3, 249.0, 183.2,right,True,down-left
554,17,22,13,87,19.3, 18.7, 48.4,0.0, 254.2, 0.0,77.6, 253.8, 183.2,down,False,left
555,17,22,13,269,19.6, 18.7, 49.3,0.0, 275.2, 0.0,77.6, 274.8, 183.2,up,True,up-left
556,17,22,13,494,19.4, 18.7, 50.4,0.0, 286.4, 0.0,76.9, 285.8, 183.1,right,False,up-left
557,17,22,13,864,17.9, 18.7, 51.4,0.0, 289.2, 0.0,77.0, 288.7, 183.1,right,True,up-left
558,17,22,14,108,17.4, 18.8, 52.4,0.0, 291.2, 0.0,77.6, 290.8, 183.2,up,False,left
559,17,22,14,285,17.4, 19.0, 53.3,0.0, 290.7, 0.0,77.9, 290.4, 183.3,down,True,down-left
560,17,22,14,498,17.3, 19.0, 54.3,0.0, 276.7, 0.0,78.7, 276.6, 183.6,down,False,left
561,17,22,14,687,17.3, 19.0, 55.2,0.0, 285.7, 0.0,83.0, 287.8, 185.7,up,True,up-left
562,17,22,14,978,17.3, 18.8, 56.6,0.0, 291.0, 0.0,87.9, 306.8, 199.4,up,False,left
563,17,22,15,663,17.7, 18.7, 60.0,0.0, 292.8, 0.0,83.8, 102.8, 353.5,down,True,down-left
564,17,22,15,992,19.0, 18.7, 61.0,0.0, 288.2, 0.0,83.2, 98.8, 354.1,down,False,left
565,17,22,16,183,19.6, 18.7, 61.7,0.0, 287.1, 0.0,82.5, 98.2, 354.6,up,True,up-left
566,17,22,16,641,19.1, 18.7, 63.9,0.0, 300.5, 0.0,80.9, 112.6, 355.6,right,False,up-left
567,17,22,16,764,18.9, 18.7, 64.5,0.0, 311.6, 0.0,81.9, 123.2, 355.1,right,True,up-left
568,17,22,16,953,19.0, 18.7, 65.4,0.0, 326.7, 0.0,85.0, 135.1, 351.9,right,False,up-left
569,17,22,17,430,18.2, 18.9, 67.5,0.0, 315.6, 0.0,88.2, 334.5, 202.5,right,True,up-left
570,17,22,17,677,17.8, 18.8, 68.6,0.0, 317.6, 0.0,78.5, 130.6, 356.5,up,False,left
571,17,22,17,893,18.2, 18.5, 69.6,0.0, 327.6, 0.0,85.3, 135.5, 351.4,up,True,up-left
572,17,22,18,22,18.6, 18.4, 70.2,0.0, 354.0, 0.0,76.8, 353.4, 183.0,right,False,up-left
573,17,22,18,311,19.5, 18.3, 71.2,0.0, 33.5, 0.0,67.5, 31.6, 181.8,left,True,up
574,17,22,18,954,20.3, 17.9, 74.2,0.0, 61.9, 0.0,69.7, 60.7, 182.4,left,False,up-left
575,17,22,19,138,20.7, 17.8, 75.1,0.0, 23.1, 0.0,71.5, 22.2, 182.6,right,True,up-left
576,17,22,19,219,20.9, 17.8, 75.5,0.0, 0.8, 0.0,76.3, 0.8, 183.4,up,False,left
577,17,22,19,405,21.4, 17.7, 76.2,0.0, 330.7, 0.0,88.3, 119.2, 331.8,down,True,down-left
578,17,22,19,697,22.8, 17.8, 76.5,0.0, 307.3, 0.0,74.4, 121.0, 357.0,down,False,left
579,17,22,20,175,23.7, 17.8, 78.5,0.0, 277.3, 0.0,67.0, 92.0, 357.9,up,True,up-left
580,17,22,20,401,23.4, 17.7, 79.7,0.0, 277.3, 0.0,67.0, 92.0, 357.9,up,False,left
581,17,22,21,70,23.3, 17.6, 83.0,0.0, 270.1, 0.0,69.4, 84.6, 357.7,up,True,up-left
582,17,22,21,402,22.6, 17.5, 84.5,0.0, 292.9, 0.0,85.3, 99.5, 350.0,right,False,up-left
583,17,22,22,965,22.5, 17.3, 91.7,0.0, 21.2, 0.0,72.1, 20.4, 182.7,left,True,up
584,17,22,23,127,22.5, 17.2, 92.5,0.0, 20.1, 0.0,72.1, 19.3, 182.7,left,False,up-left
585,17,22,23,365,22.6, 17.1, 93.6,0.0, 354.5, 0.0,71.6, 353.6, 182.6,right,True,up-left
586,17,22,23,391,22.6, 17.1, 93.7,0.0, 351.9, 0.0,72.1, 351.1, 182.7,up,False,left
587,17,22,23,658,23.2, 17.0, 94.8,0.0, 316.4, 0.0,74.5, 316.0, 183.1,up,True,up-left
588,17,22,23,939,23.2, 16.9, 96.2,0.0, 302.3, 0.0,75.2, 302.0, 183.2,up,False,left
589,17,22,23,939,23.2, 16.9, 96.2,0.0, 302.3, 0.0,75.2, 302.0, 183.2,right,False,left
